contrast_0,dissimilarity_0,homogenity_0,entropy_0,asm_0,energy_0,correlation_0,contrast_45,dissimilarity_45,homogenity_45,entropy_45,asm_45,energy_45,correlation_45,contrast_90,dissimilarity_90,homogenity_90,entropy_90,asm_90,energy_90,correlation_90,contrast_135,dissimilarity_135,homogenity_135,entropy_135,asm_135,energy_135,correlation_135,label
491.4198872341908,14.367211232477702,0.27349983136285816,13.514570308927249,0.000222200851487725,0.014906403036538526,0.9209911859133041,598.4922835568972,16.9684602526076,0.16223443430350198,13.963425095271521,9.410012026688704e-05,0.009700521649214904,0.9037909839587138,456.8736301148407,13.666982391674196,0.28192221557258834,13.453567176300426,0.00023237642618521322,0.015243897998386541,0.9265612653503884,637.7907100704301,17.499082429088165,0.15920129025756072,14.00421694260506,9.142256204961012e-05,0.009561514631563878,0.89747796401141,rot/
229.19357774893214,10.008706746049462,0.29896277141694944,12.929014394597719,0.0002853055992741224,0.016890991660471637,0.9466301276667886,302.3578272491044,12.464446064412346,0.18387144435733033,13.393670211628915,0.00012804859850536866,0.011315856065953148,0.9296253362946456,191.96571196258145,9.122613395198231,0.3096263679966279,12.819401678259759,0.00029941748813771006,0.017303684235957094,0.9553670206739004,284.6728080276341,12.114402787539863,0.18740129229061325,13.357957266363039,0.00013163294738368527,0.011473140258171921,0.9337412701849066,rot/
175.68323410549402,8.358986904913168,0.33465872001080926,12.511686466222192,0.0004159550327667277,0.020394975674580436,0.9553712055797807,251.3635608193118,10.987872072827413,0.21032541975152008,13.050987294596924,0.0001960423852531317,0.014001513677211178,0.9362092219499041,166.17058779567282,8.225914577183122,0.33057542876561513,12.514185431376132,0.00039817646951641097,0.019954359661898725,0.9578068749209482,226.38140675301094,10.39316837613174,0.21713741498215694,12.984856359100693,0.00020156284575487926,0.014197283041303334,0.9425457177363759,rot/
147.21763481286777,7.659390681560358,0.3396408704489119,12.46982041534731,0.00037005591693956306,0.019236837498392584,0.9686577782007747,213.54703851716266,10.199443312755994,0.2138375876020946,13.011722544461437,0.0001757058455389177,0.013255408161913299,0.9545337997281185,149.20434924507558,7.906211875140908,0.32854469352982485,12.535263637705611,0.00035244192939093915,0.018773436802858957,0.9682395136823744,202.1863483696505,9.983490382673313,0.2166132915375151,12.985258968227383,0.00017873988277497364,0.01336936358900354,0.9569513730261732,rot/
148.12850163561626,7.681161501119579,0.3397724658956589,12.47479728464453,0.0003689965638663203,0.019209283273103145,0.9682729422012064,215.18854763791686,10.241560640661005,0.21317096737264016,13.02009266992284,0.00017398759714596523,0.013190435820925904,0.9539073300231948,150.21948473460188,7.946314874056609,0.3275797772755115,12.544593331508235,0.00034767148089489755,0.018645950790852624,0.9678372357570352,203.89041989654137,10.02698336258996,0.2161248783478366,12.993329156846945,0.00017708684455034008,0.013307398113468316,0.9563250853361253,rot/
147.9368673446024,7.681807071385059,0.33960658259679966,12.473750024383053,0.0003695678628664544,0.01922414791002333,0.9684719892275563,203.6895361389164,10.0272468877895,0.21597902552677836,12.991694647659912,0.00017754900046006674,0.013324751422074137,0.956586788579223,150.1909131489599,7.944803493449792,0.32770767088411096,12.542796765694543,0.00035065964078149196,0.018725908276542743,0.9680040156067887,214.9858150245024,10.241789178568304,0.21302559177499747,13.018619009696799,0.00017444176238105887,0.013207640303288807,0.9541815385743493,rot/
257.944435307831,10.314976228209243,0.30407261849567424,12.878465536763798,0.00032626597351499746,0.018062834038848872,0.9461386782474541,362.96863018212053,13.239920321111926,0.1871994816047766,13.382298452411924,0.0001543570884494964,0.01242405281900783,0.9242134767113123,268.452729658891,10.268045361580079,0.31228345562256327,12.859022240131527,0.0003385370311530337,0.018399375835963395,0.943949682125525,347.9515040085664,12.862042366121752,0.19168629846693944,13.345624461648793,0.00015830873769328454,0.012582080022527458,0.9273431925036218,rot/
257.8919887984537,10.32932031720273,0.30404235897492055,12.883282518267889,0.00032075306304861007,0.0179095802030257,0.9457644317580077,365.4374197124394,13.313229142089115,0.18618356766672806,13.394852982301066,0.0001512127643704667,0.012296859939450669,0.9231491341360107,270.59982794411206,10.334600063585796,0.3113471343951443,12.869483593433861,0.000334326195481264,0.018284589015924422,0.9431099907559077,350.26897680498,12.93532886137303,0.1905400724072154,13.358021143300974,0.000155180926909457,0.012457163678360215,0.9263346934831683,rot/
256.91150958632767,10.307360990638067,0.3041808221824629,12.880687731156465,0.00032108644190749394,0.017918885063181077,0.9459618972010556,349.28644034786595,12.91332144810064,0.19067920238433422,13.355361317755413,0.0001555084666978131,0.01247030339237234,0.9265294052214449,270.6028643885173,10.334716029803454,0.3113394069100462,12.869045095663516,0.0003349637885681824,0.018302015970055933,0.9430988628719085,364.4548706041008,13.291221302572788,0.1863227077069325,13.391990286160983,0.00015153759730220155,0.012310060816348617,0.9233433186351345,rot/
177.44489534387006,8.711782066715912,0.31667571974992975,12.677663080771916,0.0003244259579432406,0.018011828278751734,0.9623051438677267,256.12506607176044,11.200333468067495,0.20351400131054448,13.154930347024312,0.0001588436611118652,0.01260331944814005,0.9455770876897467,182.5826340978325,8.425469264715069,0.335252253640729,12.5883123311807,0.000356614366315287,0.018884235920875566,0.9612047987533355,244.88637644434561,10.994034131762074,0.20620576080055647,13.130676575232709,0.0001613369678539985,0.012701848993512658,0.9479624774260662,rot/
